name,description,max_attempts,value,type_data,category,type,state,requirements,connection_info,flags,tags,hints
View the crontab file you have just created.,View the crontab file you have just created.,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab24_q02_view_the_crontab_file_you_have_just_created""},""autograde"":{""enabled"":true,""commands"":[""crontab -l""]}}","[{""type"": ""static"", ""content"": ""lab24_q02_view_the_crontab_file_you_have_just_created""}]","linux,lab24,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `view`."", ""cost"": 25}]"
Remove all crontab files that you have created.,Remove all crontab files that you have created.,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab24_q03_remove_all_crontab_files_that_you_have_created""},""autograde"":{""enabled"":true,""commands"":[""crontab -r""]}}","[{""type"": ""static"", ""content"": ""lab24_q03_remove_all_crontab_files_that_you_have_created""}]","linux,lab24,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `remove`."", ""cost"": 25}]"
Use crontab to run the /bin/tar -cvf ~/mybackup.tar ~/ command every day of January at a time of your choosing. (2),Use crontab to run the /bin/tar -cvf ~/mybackup.tar ~/ command every day of January at a time of your choosing.,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab25_q01_use_crontab_to_run_the_bin_tar_cvf_mybackup_tar_comman""},""autograde"":{""enabled"":true,""commands"":[""crontab -e""]}}","[{""type"": ""static"", ""content"": ""lab25_q01_use_crontab_to_run_the_bin_tar_cvf_mybackup_tar_comman""}]","linux,lab25,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `use`."", ""cost"": 25}]"
View the crontab file you have just created. (2),View the crontab file you have just created.,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab25_q02_view_the_crontab_file_you_have_just_created""},""autograde"":{""enabled"":true,""commands"":[""crontab -l""]}}","[{""type"": ""static"", ""content"": ""lab25_q02_view_the_crontab_file_you_have_just_created""}]","linux,lab25,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `view`."", ""cost"": 25}]"
Remove all crontab files that you have created. (2),Remove all crontab files that you have created.,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab25_q03_remove_all_crontab_files_that_you_have_created""},""autograde"":{""enabled"":true,""commands"":[""crontab -r""]}}","[{""type"": ""static"", ""content"": ""lab25_q03_remove_all_crontab_files_that_you_have_created""}]","linux,lab25,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `remove`."", ""cost"": 25}]"
Warning,Warning,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab25_q01_warning""},""autograde"":{""enabled"":true,""commands"":[""sudo nano /etc/rsyslog.conf"",""sudo systemctl restart rsyslog"",""sudo nano /etc/rsyslog.d/50-default.conf""]}}","[{""type"": ""static"", ""content"": ""lab25_q01_warning""}]","linux,lab25,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `warning`."", ""cost"": 25}]"
Step 1 - Find the backdoor with the SUID bit set,Step 1 - Find the backdoor with the SUID bit set,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab26_q01_step_1_find_the_backdoor_with_the_suid_bit_set""},""autograde"":{""enabled"":true,""commands"":[""find / -user root"",""file /etc/ca-certificates/update.d/root.cert-signature""]}}","[{""type"": ""static"", ""content"": ""lab26_q01_step_1_find_the_backdoor_with_the_suid_bit_set""}]","linux,lab26,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `step`."", ""cost"": 25}]"
Warning (2),Warning,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab26_q01_warning""},""autograde"":{""enabled"":true,""commands"":[""sudo nano /etc/rsyslog.conf"",""sudo systemctl restart rsyslog"",""sudo nano /etc/rsyslog.d/50-default.conf""]}}","[{""type"": ""static"", ""content"": ""lab26_q01_warning""}]","linux,lab26,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `warning`."", ""cost"": 25}]"
Step 1 - Find the backdoor with the SUID bit set (2),Step 1 - Find the backdoor with the SUID bit set,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab27_q01_step_1_find_the_backdoor_with_the_suid_bit_set""},""autograde"":{""enabled"":true,""commands"":[""find / -user root"",""file /etc/ca-certificates/update.d/root.cert-signature""]}}","[{""type"": ""static"", ""content"": ""lab27_q01_step_1_find_the_backdoor_with_the_suid_bit_set""}]","linux,lab27,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `step`."", ""cost"": 25}]"
Enter ssh user@ssh-server,Enter ssh user@ssh-server,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab27_q01_enter_ssh_user_ssh_server""},""autograde"":{""enabled"":true,""commands"":[""ssh user@ssh-server"",""logout""]}}","[{""type"": ""static"", ""content"": ""lab27_q01_enter_ssh_user_ssh_server""}]","linux,lab27,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `enter`."", ""cost"": 25}]"
Use scp to copy a file from another machine to your machine.,Use scp to copy a file from another machine to your machine.,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab27_q02_use_scp_to_copy_a_file_from_another_machine_to_your_ma""},""autograde"":{""enabled"":true,""commands"":[""scp user@ssh-server:/tmp/file.txt /tmp""]}}","[{""type"": ""static"", ""content"": ""lab27_q02_use_scp_to_copy_a_file_from_another_machine_to_your_ma""}]","linux,lab27,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `use`."", ""cost"": 25}]"
Generate a public-private key pair.,Generate a public-private key pair.,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab27_q03_generate_a_public_private_key_pair""},""autograde"":{""enabled"":true,""commands"":[""ssh-keygen"",""ls ~/.ssh""]}}","[{""type"": ""static"", ""content"": ""lab27_q03_generate_a_public_private_key_pair""}]","linux,lab27,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `generate`."", ""cost"": 25}]"
Copy your private key to an SSH server.,Copy your private key to an SSH server.,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab27_q04_copy_your_private_key_to_an_ssh_server""},""autograde"":{""enabled"":true,""commands"":[""ssh-copy-id user@ssh-server"",""ssh user@ssh-server""]}}","[{""type"": ""static"", ""content"": ""lab27_q04_copy_your_private_key_to_an_ssh_server""}]","linux,lab27,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `copy`."", ""cost"": 25}]"
Log into an SSH server using SSH keys.,Log into an SSH server using SSH keys.,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab27_q05_log_into_an_ssh_server_using_ssh_keys""},""autograde"":{""enabled"":true,""commands"":[""ssh user@ssh-server""]}}","[{""type"": ""static"", ""content"": ""lab27_q05_log_into_an_ssh_server_using_ssh_keys""}]","linux,lab27,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `log`."", ""cost"": 25}]"
Attempt to SSH into a machine you don’t have access to.,Attempt to SSH into a machine you don’t have access to.,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab27_q06_attempt_to_ssh_into_a_machine_you_don_t_have_access_to""},""autograde"":{""enabled"":true,""commands"":[""ssh user@target""]}}","[{""type"": ""static"", ""content"": ""lab27_q06_attempt_to_ssh_into_a_machine_you_don_t_have_access_to""}]","linux,lab27,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `attempt`."", ""cost"": 25}]"
Set up local port forwarding.,Set up local port forwarding.,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab27_q07_set_up_local_port_forwarding""},""autograde"":{""enabled"":true,""commands"":[""ssh -4 -f -N""]}}","[{""type"": ""static"", ""content"": ""lab27_q07_set_up_local_port_forwarding""}]","linux,lab27,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `set`."", ""cost"": 25}]"
Use ssh with port forwarding.,Use ssh with port forwarding.,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab27_q08_use_ssh_with_port_forwarding""},""autograde"":{""enabled"":true,""commands"":[""ssh -p 1234 user@localhost"",""logout""]}}","[{""type"": ""static"", ""content"": ""lab27_q08_use_ssh_with_port_forwarding""}]","linux,lab27,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `use`."", ""cost"": 25}]"
Use scp with port forwarding,Use scp with port forwarding,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab27_q09_use_scp_with_port_forwarding""},""autograde"":{""enabled"":true,""commands"":[""scp -P 1234 user@localhost:/tmp/flag""]}}","[{""type"": ""static"", ""content"": ""lab27_q09_use_scp_with_port_forwarding""}]","linux,lab27,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `use`."", ""cost"": 25}]"
Create a screen called abc.,Create a screen called abc.,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab28_q01_create_a_screen_called_abc""},""autograde"":{""enabled"":true,""commands"":[""screen -S abc""]}}","[{""type"": ""static"", ""content"": ""lab28_q01_create_a_screen_called_abc""}]","linux,lab28,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `create`."", ""cost"": 25}]"
Detach from the screen.,Detach from the screen.,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab28_q02_detach_from_the_screen""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab28_q02_detach_from_the_screen""}]","linux,lab28,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `detach`."", ""cost"": 25}]"
List the existing screens. You should see abc among them.,List the existing screens. You should see abc among them.,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab28_q03_list_the_existing_screens_you_should_see_abc_among_the""},""autograde"":{""enabled"":true,""commands"":[""screen -ls""]}}","[{""type"": ""static"", ""content"": ""lab28_q03_list_the_existing_screens_you_should_see_abc_among_the""}]","linux,lab28,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `list`."", ""cost"": 25}]"
Reattach to the screen.,Reattach to the screen.,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab28_q04_reattach_to_the_screen""},""autograde"":{""enabled"":true,""commands"":[""screen -r abc""]}}","[{""type"": ""static"", ""content"": ""lab28_q04_reattach_to_the_screen""}]","linux,lab28,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `reattach`."", ""cost"": 25}]"
"Carefully read all of the question instructions first, then perform the steps","Carefully read all of the question instructions first, then perform the steps",0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab28_q05_carefully_read_all_of_the_question_instructions_first""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab28_q05_carefully_read_all_of_the_question_instructions_first""}]","linux,lab28,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `carefully`."", ""cost"": 25}]"
Enter ssh user@ssh-server (2),Enter ssh user@ssh-server,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab28_q01_enter_ssh_user_ssh_server""},""autograde"":{""enabled"":true,""commands"":[""ssh user@ssh-server"",""logout""]}}","[{""type"": ""static"", ""content"": ""lab28_q01_enter_ssh_user_ssh_server""}]","linux,lab28,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `enter`."", ""cost"": 25}]"
Use scp to copy a file from another machine to your machine. (2),Use scp to copy a file from another machine to your machine.,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab28_q02_use_scp_to_copy_a_file_from_another_machine_to_your_ma""},""autograde"":{""enabled"":true,""commands"":[""scp user@ssh-server:/tmp/file.txt /tmp""]}}","[{""type"": ""static"", ""content"": ""lab28_q02_use_scp_to_copy_a_file_from_another_machine_to_your_ma""}]","linux,lab28,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `use`."", ""cost"": 25}]"
Generate a public-private key pair. (2),Generate a public-private key pair.,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab28_q03_generate_a_public_private_key_pair""},""autograde"":{""enabled"":true,""commands"":[""ssh-keygen"",""ls ~/.ssh""]}}","[{""type"": ""static"", ""content"": ""lab28_q03_generate_a_public_private_key_pair""}]","linux,lab28,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `generate`."", ""cost"": 25}]"
Copy your private key to an SSH server. (2),Copy your private key to an SSH server.,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab28_q04_copy_your_private_key_to_an_ssh_server""},""autograde"":{""enabled"":true,""commands"":[""ssh-copy-id user@ssh-server"",""ssh user@ssh-server""]}}","[{""type"": ""static"", ""content"": ""lab28_q04_copy_your_private_key_to_an_ssh_server""}]","linux,lab28,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `copy`."", ""cost"": 25}]"
Log into an SSH server using SSH keys. (2),Log into an SSH server using SSH keys.,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab28_q05_log_into_an_ssh_server_using_ssh_keys""},""autograde"":{""enabled"":true,""commands"":[""ssh user@ssh-server""]}}","[{""type"": ""static"", ""content"": ""lab28_q05_log_into_an_ssh_server_using_ssh_keys""}]","linux,lab28,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `log`."", ""cost"": 25}]"
Attempt to SSH into a machine you don’t have access to. (2),Attempt to SSH into a machine you don’t have access to.,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab28_q06_attempt_to_ssh_into_a_machine_you_don_t_have_access_to""},""autograde"":{""enabled"":true,""commands"":[""ssh user@target""]}}","[{""type"": ""static"", ""content"": ""lab28_q06_attempt_to_ssh_into_a_machine_you_don_t_have_access_to""}]","linux,lab28,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `attempt`."", ""cost"": 25}]"
Set up local port forwarding. (2),Set up local port forwarding.,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab28_q07_set_up_local_port_forwarding""},""autograde"":{""enabled"":true,""commands"":[""ssh -4 -f -N""]}}","[{""type"": ""static"", ""content"": ""lab28_q07_set_up_local_port_forwarding""}]","linux,lab28,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `set`."", ""cost"": 25}]"
Use ssh with port forwarding. (2),Use ssh with port forwarding.,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab28_q08_use_ssh_with_port_forwarding""},""autograde"":{""enabled"":true,""commands"":[""ssh -p 1234 user@localhost"",""logout""]}}","[{""type"": ""static"", ""content"": ""lab28_q08_use_ssh_with_port_forwarding""}]","linux,lab28,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `use`."", ""cost"": 25}]"
Use scp with port forwarding (2),Use scp with port forwarding,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab28_q09_use_scp_with_port_forwarding""},""autograde"":{""enabled"":true,""commands"":[""scp -P 1234 user@localhost:/tmp/flag""]}}","[{""type"": ""static"", ""content"": ""lab28_q09_use_scp_with_port_forwarding""}]","linux,lab28,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `use`."", ""cost"": 25}]"
"Generate key pairs by entering "" gpg --gen-key ""","Generate key pairs by entering "" gpg --gen-key """,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab29_q01_generate_key_pairs_by_entering_gpg_gen_key""},""autograde"":{""enabled"":true,""commands"":[""gpg --gen-key""]}}","[{""type"": ""static"", ""content"": ""lab29_q01_generate_key_pairs_by_entering_gpg_gen_key""}]","linux,lab29,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `generate`."", ""cost"": 25}]"
Create a file to test GPG .,Create a file to test GPG .,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab29_q02_create_a_file_to_test_gpg""},""autograde"":{""enabled"":true,""commands"":[""echo 'secret message' >""]}}","[{""type"": ""static"", ""content"": ""lab29_q02_create_a_file_to_test_gpg""}]","linux,lab29,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `create`."", ""cost"": 25}]"
Encrypt your file.,Encrypt your file.,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab29_q03_encrypt_your_file""},""autograde"":{""enabled"":true,""commands"":[""gpg -e /home/student/secret""]}}","[{""type"": ""static"", ""content"": ""lab29_q03_encrypt_your_file""}]","linux,lab29,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `encrypt`."", ""cost"": 25}]"
Look at the contents of secret.gpg .,Look at the contents of secret.gpg .,0,500,"{""initial"":500,""minimum"":250,""decay"":5,""function"":""logarithmic""}",Linux / Expert,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab29_q04_look_at_the_contents_of_secret_gpg""},""autograde"":{""enabled"":true,""commands"":[""cat secret.gpg""]}}","[{""type"": ""static"", ""content"": ""lab29_q04_look_at_the_contents_of_secret_gpg""}]","linux,lab29,expert","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `look`."", ""cost"": 25}]"
